,Date,Open,High,Low,Close,Adj Close,Volume
95,2017-05-25,3.04,3.115555,2.995555,3.084444,2.903988,50859663
96,2017-05-26,3.106666,3.106666,3.004444,3.062222,2.883066,31886671
97,2017-05-29,3.088888,3.195555,3.008888,3.04,2.862144,94918167
98,2017-05-31,3.044444,3.124444,3.031111,3.088888,2.908172,90821965
99,2017-06-01,3.08,3.142222,3.053333,3.133333,2.950017,73751017
100,2017-06-02,3.128888,3.168888,3.053333,3.106666,2.92491,66566927
101,2017-06-05,3.155555,3.213333,3.142222,3.164444,2.979307,63873405
102,2017-06-06,3.168888,3.173333,3.128888,3.151111,2.966754,35725500
103,2017-06-07,3.155555,3.235555,3.133333,3.235555,3.046259,39753758
104,2017-06-08,3.24,3.24,3.182222,3.213333,3.025336,31167000
105,2017-06-09,3.222222,3.297777,3.16,3.182222,2.996045,49153500
106,2017-06-12,3.16,3.182222,3.097777,3.142222,2.958385,30404139
107,2017-06-13,3.155555,3.164444,3.04,3.066666,2.88725,60157125
108,2017-06-14,3.066666,3.111111,3.026666,3.04,2.862144,61694642
109,2017-06-15,3.04,3.048888,2.995555,3.04,2.862144,54285750
110,2017-06-16,3.04,3.097777,3.031111,3.088888,2.908172,50429508
111,2017-06-19,3.071111,3.128888,3.053333,3.102222,2.920726,40970805
112,2017-06-20,3.226666,3.226666,3.084444,3.115555,2.933279,35615650
113,2017-06-21,3.111111,3.195555,3.102222,3.137777,2.954201,53141627
114,2017-06-22,3.142222,3.173333,3.088888,3.124444,2.941648,27235919
115,2017-06-23,3.124444,3.137777,3.088888,3.097777,2.916541,13357678
116,2017-06-26,3.142222,3.155555,3.053333,3.071111,2.891435,40502272
117,2017-06-27,3.088888,3.088888,3.026666,3.035555,2.857959,54716373
118,2017-06-28,3.057777,3.133333,3.053333,3.088888,2.914573,68789074
119,2017-06-29,3.12,3.12,3.053333,3.08,2.906187,22479750
120,2017-06-30,3.084444,3.088888,3.048888,3.066666,2.893605,16565001
121,2017-07-03,3.084444,3.146666,3.031111,3.066666,2.893605,26941277
122,2017-07-04,3.066666,3.066666,2.96,3.022222,2.85167,56737350
123,2017-07-05,3.013333,3.04,2.982222,3.035555,2.86425,33793031
124,2017-07-06,3.048888,3.048888,2.991111,3.017777,2.853743,40334699
125,2017-07-07,3.022222,3.084444,3.008888,3.022222,2.857946,33087377
126,2017-07-10,3.022222,3.044444,2.986666,2.995555,2.832729,17211575
127,2017-07-11,3.017777,3.053333,3.0,3.026666,2.862149,13052938
128,2017-07-12,3.062222,3.062222,2.995555,3.013333,2.849541,12319749
129,2017-07-13,3.057777,3.088888,3.04,3.075555,2.908381,29507280
130,2017-07-14,3.111111,3.111111,3.053333,3.071111,2.904178,8444250
131,2017-07-17,3.12,3.12,3.008888,3.022222,2.857946,32459422
132,2017-07-18,3.066666,3.066666,2.977777,2.995555,2.832729,29665642
133,2017-07-19,3.004444,3.048888,2.995555,3.044444,2.878961,15283746
134,2017-07-20,3.048888,3.097777,3.04,3.071111,2.904178,31268871
135,2017-07-21,3.075555,3.084444,2.995555,3.035555,2.870554,32181750
136,2017-07-24,3.048888,3.164444,3.017777,3.128888,2.958815,75337260
137,2017-07-25,3.142222,3.164444,3.066666,3.08,2.912584,24607926
138,2017-07-26,3.128888,3.128888,3.075555,3.075555,2.908381,15479100
139,2017-07-27,3.071111,3.075555,3.022222,3.035555,2.870554,26704764
140,2017-07-28,3.04,3.04,3.013333,3.013333,2.849541,33911496
141,2017-07-31,3.013333,3.071111,3.004444,3.066666,2.899975,37464169
142,2017-08-01,3.124444,3.124444,3.057777,3.057777,2.891568,21315278
143,2017-08-02,3.057777,3.075555,2.995555,3.013333,2.849541,47578533
144,2017-08-03,3.026666,3.04,2.973333,2.973333,2.811715,24569424
145,2017-08-04,2.973333,3.04,2.968888,3.013333,2.849541,64426387
146,2017-08-07,3.013333,3.04,2.986666,3.013333,2.849541,87237618
147,2017-08-08,3.044444,3.124444,3.013333,3.102222,2.933598,47863559
148,2017-08-09,3.102222,3.111111,3.062222,3.075555,2.908381,13478006
149,2017-08-10,3.084444,3.111111,3.053333,3.062222,2.895772,22289600
150,2017-08-11,3.066666,3.075555,2.968888,2.973333,2.811715,26304750
151,2017-08-14,2.968888,3.031111,2.968888,3.0,2.836932,34192845
152,2017-08-15,3.017777,3.022222,2.977777,2.982222,2.820121,36119250
153,2017-08-16,2.995555,3.017777,2.982222,3.004444,2.841135,23601231
154,2017-08-17,3.017777,3.017777,2.964444,2.977777,2.815917,33028371
155,2017-08-18,2.977777,2.986666,2.884444,2.893333,2.736063,48485250
156,2017-08-21,2.92,2.964444,2.893333,2.893333,2.736063,23305488
157,2017-08-22,2.951111,3.084444,2.937777,3.026666,2.862149,95863495
158,2017-08-23,3.026666,3.026666,3.026666,3.026666,2.862149,0
159,2017-08-24,3.057777,3.111111,3.031111,3.097777,2.929394,74417463
160,2017-08-25,3.102222,3.102222,3.048888,3.093333,2.925192,32455023
161,2017-08-28,3.093333,3.111111,3.048888,3.066666,2.899975,33673830
162,2017-08-29,3.066666,3.093333,3.017777,3.031111,2.866352,38225828
163,2017-08-30,3.066666,3.097777,3.04,3.044444,2.878961,30331584
164,2017-08-31,3.035555,3.066666,3.026666,3.053333,2.887366,32124177
165,2017-09-01,3.066666,3.2,3.048888,3.173333,3.000843,63223346
166,2017-09-04,3.191111,3.408888,3.164444,3.364444,3.181567,101113175
167,2017-09-05,3.377777,3.377777,3.288888,3.364444,3.181567,48975750
168,2017-09-06,3.417777,3.511111,3.4,3.475555,3.286638,75907203
169,2017-09-07,3.502222,3.511111,3.417777,3.426666,3.240407,33979540
170,2017-09-08,3.488888,3.502222,3.448888,3.466666,3.278232,32760168
171,2017-09-11,3.493333,3.493333,3.324444,3.337777,3.156349,43786190
172,2017-09-12,3.395555,3.457777,3.364444,3.448888,3.27013,44858250
173,2017-09-13,3.466666,3.551111,3.408888,3.497777,3.316484,41455838
174,2017-09-14,3.466666,3.488888,3.377777,3.4,3.223775,30613398
175,2017-09-15,3.44,3.457777,3.373333,3.444444,3.265916,32377200
176,2017-09-18,3.52,3.537777,3.457777,3.537777,3.354411,24488595
177,2017-09-19,3.577777,3.715555,3.515555,3.697777,3.506119,81821657
178,2017-09-20,3.724444,3.746666,3.657777,3.728888,3.535617,41064795
179,2017-09-21,3.76,3.76,3.635555,3.657777,3.468191,31036554
180,2017-09-22,3.666666,3.733333,3.622222,3.671111,3.480834,22333151
181,2017-09-25,3.666666,3.666666,3.542222,3.591111,3.404981,22931946
182,2017-09-26,3.635555,3.671111,3.595555,3.635555,3.447121,35501319
183,2017-09-27,3.671111,3.702222,3.608888,3.702222,3.510333,29530809
184,2017-09-28,3.728888,3.728888,3.622222,3.657777,3.468191,15019605
185,2017-09-29,3.711111,3.711111,3.626666,3.671111,3.480834,11868273
186,2017-10-03,3.68,3.822222,3.644444,3.813333,3.615685,19103035
187,2017-10-04,3.817777,3.848888,3.742222,3.795555,3.598828,8380494
188,2017-10-06,3.982222,3.982222,3.853333,3.888888,3.687324,24140250
189,2017-10-09,3.866666,3.915555,3.822222,3.862222,3.66204,9167377
190,2017-10-10,3.964444,4.022222,3.893333,3.977777,3.771605,38971309
191,2017-10-11,4.0,4.0,3.875555,3.915555,3.712608,52794924
192,2017-10-12,3.946666,3.951111,3.808888,3.871111,3.670468,20930091
193,2017-10-13,3.946666,3.946666,3.831111,3.857777,3.657825,16545226
194,2017-10-16,3.942222,3.946666,3.871111,3.946666,3.742107,22235962
195,2017-10-17,4.013333,4.013333,3.84,3.893333,3.691539,18246235
196,2017-10-18,3.915555,3.955555,3.884444,3.915555,3.712608,15192000
197,2017-10-19,3.946666,4.084444,3.88,3.897777,3.695752,52535355
198,2017-10-20,3.986666,4.022222,3.924444,3.982222,3.77582,23779289
199,2017-10-23,3.928888,4.106666,3.92,4.004444,3.796891,25654050
200,2017-10-24,4.026666,4.026666,3.88,3.906666,3.70418,23157362
201,2017-10-25,3.928888,4.013333,3.884444,3.906666,3.70418,22507967
202,2017-10-26,3.911111,4.013333,3.902222,3.942222,3.737894,33756889
203,2017-10-27,3.862222,3.942222,3.817777,3.831111,3.632542,31679280
204,2017-10-30,3.888888,3.906666,3.76,3.813333,3.615685,28538565
205,2017-10-31,3.893333,4.097777,3.866666,4.048888,3.839031,68536845
206,2017-11-01,4.133333,4.324444,4.097777,4.266666,4.045521,58772250
207,2017-11-02,4.351111,4.351111,4.177777,4.235555,4.016022,30396406
208,2017-11-03,4.235555,4.426666,4.204444,4.373333,4.14666,56271345
209,2017-11-06,4.4,4.693333,4.315555,4.666666,4.424789,78370227
210,2017-11-07,4.551111,4.72,4.506666,4.568888,4.332078,63224280
211,2017-11-08,4.693333,4.711111,4.533333,4.604444,4.365792,40947788
212,2017-11-09,4.711111,4.817777,4.56,4.56,4.323652,34958317
213,2017-11-10,4.693333,5.12,4.684444,5.075555,4.812485,94809588
214,2017-11-13,5.137777,5.244444,4.995555,5.111111,4.846197,84572113
215,2017-11-14,5.164444,5.226666,4.942222,4.951111,4.694491,50845214
216,2017-11-15,4.986666,5.075555,4.826666,4.826666,4.576496,52632632
217,2017-11-16,4.888888,5.084444,4.835555,4.933333,4.677634,68483997
218,2017-11-17,5.111111,5.271111,4.995555,5.022222,4.761916,51452473
219,2017-11-20,4.977777,5.022222,4.808888,4.897777,4.643922,52253613
220,2017-11-21,4.871111,5.164444,4.871111,5.128888,4.863055,73586830
221,2017-11-22,5.137777,5.137777,4.977777,4.977777,4.719775,50327010
222,2017-11-23,4.977777,5.022222,4.551111,4.622222,4.382648,85437884
223,2017-11-24,4.702222,4.853333,4.622222,4.853333,4.601782,84419284
224,2017-11-27,4.844444,4.844444,4.657777,4.711111,4.46693,40023591
225,2017-11-28,4.702222,4.791111,4.64,4.755555,4.517595,29153920
226,2017-11-29,4.888888,4.888888,4.72,4.764444,4.526039,31310473
227,2017-11-30,4.711111,4.72,4.488888,4.542222,4.314937,109468383
228,2017-12-01,4.622222,4.702222,4.542222,4.577777,4.348712,45018749
229,2017-12-04,4.586666,4.871111,4.551111,4.782222,4.542927,57460074
230,2017-12-05,4.835555,4.871111,4.675555,4.702222,4.46693,31726460
231,2017-12-06,4.888888,4.915555,4.471111,4.542222,4.314937,110147096
232,2017-12-07,4.542222,4.906666,4.542222,4.88,4.635813,99788703
233,2017-12-08,5.022222,5.031111,4.871111,4.977777,4.728697,62625035
234,2017-12-11,4.977777,5.315555,4.977777,5.253333,4.990465,107445532
235,2017-12-12,5.271111,5.493333,5.244444,5.457777,5.184678,97168320
236,2017-12-13,5.466666,5.52,5.333333,5.484444,5.210011,65602761
237,2017-12-14,5.546666,5.76,5.546666,5.68,5.395782,73950095
238,2017-12-15,5.608888,5.688888,5.377777,5.431111,5.159347,82054964
239,2017-12-18,5.448888,5.582222,5.377777,5.555555,5.277564,53164714
240,2017-12-19,5.537777,5.688888,5.484444,5.555555,5.277564,69612405
241,2017-12-20,5.555555,5.653333,5.502222,5.555555,5.277564,42784103
242,2017-12-21,5.591111,5.866666,5.511111,5.804444,5.513999,40747844
243,2017-12-22,5.831111,5.866666,5.715555,5.777777,5.488666,35792451
244,2017-12-27,5.751111,5.848888,5.715555,5.76,5.471779,56099992
245,2017-12-28,5.777777,5.973333,5.688888,5.973333,5.683208,45105750
246,2017-12-29,5.991111,6.204444,5.937777,6.16,5.860808,46324291
247,2018-01-02,6.204444,6.328888,6.026666,6.133333,5.835436,57475676
248,2018-01-03,6.24,6.382222,6.133333,6.177777,5.877721,57542071
249,2018-01-04,6.337777,6.506666,6.248888,6.284444,5.979208,81385983
250,2018-01-05,6.275555,6.382222,6.008888,6.133333,5.835436,59167059
251,2018-01-08,5.955555,6.32,5.777777,6.266666,5.962293,148739397
252,2018-01-09,6.444444,6.737777,6.302222,6.622222,6.30058,107964886
253,2018-01-10,6.622222,6.64,6.302222,6.488888,6.173723,74800491
254,2018-01-11,6.515555,6.613333,6.444444,6.471111,6.156809,42273031
255,2018-01-12,6.613333,6.951111,6.48,6.835555,6.503551,86457894
256,2018-01-15,6.924444,6.977777,6.533333,6.604444,6.283666,59217507
257,2018-01-16,6.684444,6.764444,6.542222,6.595555,6.275208,45577431
258,2018-01-17,6.666666,6.666666,6.444444,6.577777,6.258293,57388326
259,2018-01-18,6.666666,6.737777,6.257777,6.257777,5.953836,83213079
260,2018-01-19,6.302222,6.622222,6.266666,6.604444,6.283666,81148779
261,2018-01-22,6.622222,6.897777,6.48,6.897777,6.562751,63507971
262,2018-01-23,7.022222,7.066666,6.764444,6.924444,6.588124,57061221
263,2018-01-24,7.066666,7.075555,6.693333,6.871111,6.53738,42626614
264,2018-01-25,6.906666,6.915555,6.595555,6.791111,6.461266,58161541
265,2018-01-26,6.8,6.888888,6.711111,6.764444,6.435894,37445937
266,2018-01-29,6.897777,6.897777,6.533333,6.64,6.317494,61182994
267,2018-01-30,6.586666,6.728888,6.453333,6.604444,6.283666,52555450
268,2018-01-31,6.48,6.577777,6.364444,6.408888,6.097608,79746986
269,2018-02-01,6.408888,6.604444,6.328888,6.328888,6.021493,48786088
270,2018-02-02,6.391111,6.702222,6.293333,6.595555,6.275208,64461048
271,2018-02-05,6.32,6.462222,6.257777,6.4,6.089151,44498346
272,2018-02-06,6.222222,6.24,5.777777,5.893333,5.607094,107406060
273,2018-02-07,6.186666,6.355555,5.804444,5.857777,5.573265,97543318
274,2018-02-08,5.92,6.08,5.813333,6.071111,5.776237,59502111
275,2018-02-09,5.822222,5.848888,5.573333,5.76,5.480236,84953643
276,2018-02-12,5.902222,6.266666,5.866666,6.088888,5.793149,59287817
277,2018-02-13,6.222222,6.364444,6.133333,6.24,5.936923,42651000
278,2018-02-14,6.248888,6.266666,6.106666,6.177777,5.877721,31513295
279,2018-02-15,6.311111,6.32,6.177777,6.222222,5.920008,22347954
280,2018-02-20,6.311111,6.444444,6.151111,6.213333,5.91155,45915876
281,2018-02-21,6.222222,6.284444,6.186666,6.266666,5.962293,35079621
282,2018-02-22,6.204444,6.408888,6.133333,6.204444,5.903093,54023404
283,2018-02-23,6.302222,6.355555,6.231111,6.355555,6.046865,28429281
284,2018-02-26,6.444444,6.684444,6.426666,6.675555,6.351323,81597240
285,2018-02-27,6.711111,6.728888,6.462222,6.568888,6.249837,48349714
286,2018-02-28,6.533333,6.586666,6.328888,6.586666,6.26675,54338805
287,2018-03-01,6.702222,6.755555,6.471111,6.56,6.241381,35725493
288,2018-03-02,6.462222,6.568888,6.382222,6.4,6.089151,30104894
289,2018-03-05,6.408888,6.48,6.222222,6.222222,5.920008,35484977
290,2018-03-06,6.355555,6.4,6.204444,6.32,6.013037,39556192
291,2018-03-07,6.32,6.515555,6.311111,6.391111,6.080694,39226801
292,2018-03-08,6.435555,6.853333,6.355555,6.782222,6.452809,64580400
293,2018-03-09,6.915555,7.057777,6.773333,6.826666,6.495094,73394122
294,2018-03-12,6.995555,7.022222,6.844444,6.933333,6.596581,46115241
295,2018-03-13,7.111111,7.137777,6.693333,6.764444,6.435894,62220332
296,2018-03-14,6.755555,6.862222,6.666666,6.764444,6.435894,28327437
297,2018-03-15,6.755555,6.933333,6.711111,6.888888,6.554294,43948644
298,2018-03-16,6.844444,6.897777,6.675555,6.791111,6.461266,48885624
299,2018-03-19,6.773333,6.977777,6.684444,6.897777,6.562751,36421753
300,2018-03-20,6.835555,7.466666,6.826666,7.377777,7.019438,117005463
301,2018-03-21,7.431111,7.528888,7.155555,7.2,6.850295,80625719
302,2018-03-22,7.306666,7.422222,7.084444,7.164444,6.816465,59871204
303,2018-03-23,6.675555,7.2,6.48,6.835555,6.503551,117874656
304,2018-03-26,6.8,7.013333,6.488888,6.942222,6.605038,94075762
305,2018-03-27,7.075555,7.191111,6.942222,7.075555,6.731894,90949725
306,2018-03-28,6.986666,7.28,6.746666,6.897777,6.562751,100424290
307,2018-03-29,6.897777,7.022222,6.666666,6.844444,6.512009,78428151
308,2018-04-03,6.648888,7.066666,6.648888,7.022222,6.681151,67712431
309,2018-04-04,7.128888,7.52,7.12,7.12,6.774181,80503211
310,2018-04-06,7.217777,7.297777,7.057777,7.182222,6.833381,57162359
311,2018-04-09,7.146666,7.52,7.066666,7.502222,7.137838,77856826
312,2018-04-10,7.555555,7.76,7.404444,7.448888,7.087095,79157614
313,2018-04-11,7.537777,7.617777,7.36,7.422222,7.061725,68781829
314,2018-04-12,7.422222,7.715555,7.422222,7.555555,7.188581,69254833
315,2018-04-13,7.653333,7.697777,7.2,7.297777,6.943323,61447918
316,2018-04-16,7.306666,7.448888,7.155555,7.262222,6.909495,47191452
317,2018-04-17,7.351111,7.368888,6.817777,6.853333,6.520466,74053221
318,2018-04-18,7.013333,7.111111,6.631111,6.968888,6.630408,81423274
319,2018-04-19,7.066666,7.244444,7.013333,7.155555,6.808009,61739424
320,2018-04-20,7.155555,7.244444,6.933333,6.986666,6.647323,37358385
321,2018-04-23,7.146666,7.146666,6.906666,6.924444,6.588124,41861934
322,2018-04-24,7.013333,7.111111,6.942222,7.075555,6.731894,54072024
323,2018-04-25,7.137777,7.457777,7.013333,7.457777,7.095552,87480659
324,2018-04-26,7.448888,7.457777,7.244444,7.377777,7.019438,63667035
325,2018-04-27,7.404444,7.52,7.306666,7.466666,7.104009,43520514
326,2018-04-30,7.377777,7.484444,7.262222,7.422222,7.061725,31426609
327,2018-05-02,7.466666,7.475555,7.182222,7.191111,6.841839,77398969
328,2018-05-03,7.368888,7.413333,7.128888,7.351111,6.994066,61002825
329,2018-05-04,7.448888,7.688888,7.386666,7.608888,7.239324,98014023
330,2018-05-07,7.537777,8.053333,7.377777,7.813333,7.433838,82900993
331,2018-05-08,7.893333,8.106666,7.866666,7.937777,7.552238,60335849
332,2018-05-09,7.991111,8.311111,7.848888,8.293333,7.890525,61292468
333,2018-05-10,8.293333,8.311111,8.0,8.168888,7.772123,66415376
334,2018-05-11,8.284444,8.488888,8.115555,8.195555,7.797496,77024268
335,2018-05-14,8.302222,8.631111,8.222222,8.515555,8.101954,77086251
336,2018-05-15,8.524444,8.737777,8.524444,8.604444,8.186524,67766915
337,2018-05-16,8.711111,8.711111,8.391111,8.48,8.068125,66054442
338,2018-05-17,8.533333,8.64,8.391111,8.488888,8.076583,44903875
339,2018-05-18,8.515555,8.577777,8.4,8.462222,8.05121,35480810
340,2018-05-21,8.488888,8.657777,8.115555,8.124444,7.729839,92307082
341,2018-05-23,8.177777,8.417777,8.142222,8.213333,7.814411,80549541
342,2018-05-24,8.222222,8.408888,8.088888,8.373333,7.966639,51996768
343,2018-05-25,8.328888,8.666666,8.266666,8.648888,8.228812,81017730
344,2018-05-28,8.728888,9.155555,8.711111,9.066666,8.626297,106760922
345,2018-05-29,9.044444,9.288888,8.444444,8.533333,8.118868,110599141
346,2018-05-30,8.311111,8.702222,8.24,8.577777,8.161154,86493467
347,2018-05-31,8.8,8.977777,8.702222,8.817777,8.389498,146465559
348,2018-06-01,8.862222,8.871111,8.506666,8.64,8.220355,57013589
349,2018-06-04,8.933333,9.066666,8.733333,8.773333,8.355809,54824472
350,2018-06-05,8.746666,8.773333,8.466666,8.746666,8.330411,57420796
351,2018-06-06,8.773333,9.106666,8.6,8.746666,8.330411,86229642
352,2018-06-07,8.626666,8.746666,8.266666,8.306666,7.911351,108822565
353,2018-06-08,8.32,8.466666,8.24,8.373333,7.974844,59100804
354,2018-06-11,8.333333,8.666666,8.333333,8.453333,8.051038,50810956
355,2018-06-12,8.493333,8.92,8.493333,8.88,8.457399,68729361
356,2018-06-13,8.986666,8.986666,8.546666,8.626666,8.216123,53543751
357,2018-06-14,8.613333,8.813333,8.56,8.586666,8.178023,52899505
358,2018-06-15,8.653333,8.76,8.453333,8.466666,8.063735,52646277
359,2018-06-19,8.36,8.56,8.026666,8.16,7.771663,85749814
360,2018-06-20,8.08,8.466666,8.04,8.373333,7.974844,94209711
361,2018-06-21,8.48,8.68,8.306666,8.306666,7.911351,67764177
362,2018-06-22,8.306666,8.346666,8.066666,8.146666,7.758964,54182172
363,2018-06-25,8.2,8.28,7.84,7.84,7.466892,66356119
364,2018-06-26,7.76,8.253333,7.733333,8.12,7.733569,90303225
365,2018-06-27,8.2,8.24,7.573333,7.586666,7.225615,80558581
366,2018-06-28,7.613333,7.8,7.453333,7.533333,7.174819,71179416
367,2018-06-29,7.466666,8.12,7.466666,8.026666,7.644676,86628234
368,2018-07-03,8.0,8.0,7.453333,7.826666,7.454193,105894457
369,2018-07-04,7.893333,7.893333,7.413333,7.426666,7.073229,46910316
370,2018-07-05,7.346666,7.6,7.013333,7.293333,6.946243,71902369
