Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,23.600000,24.000000,23.500000,23.600000,21.510180,849200
2017-01-04,23.650000,24.049999,23.650000,23.850000,21.738041,1506000
2017-01-05,24.000000,24.250000,23.850000,24.000000,21.874758,1580615
2017-01-06,23.950001,24.100000,23.850000,23.950001,21.829187,545215
2017-01-09,23.900000,23.950001,23.549999,23.850000,21.738041,836500
2017-01-10,23.700001,24.150000,23.700001,24.000000,21.874758,629000
2017-01-11,23.750000,24.299999,23.750000,24.150000,22.011475,1151850
2017-01-12,24.049999,24.600000,24.049999,24.500000,22.330484,2336500
2017-01-13,24.400000,24.600000,23.900000,23.900000,21.783613,1346745
2017-01-16,23.700001,24.350000,23.700001,24.000000,21.874758,325165
2017-01-17,24.000000,24.850000,23.950001,24.750000,22.558344,1724094
2017-01-18,24.600000,25.250000,24.549999,25.150000,22.922924,3006500
2017-01-19,25.299999,25.299999,24.600000,25.000000,22.786205,840448
2017-01-20,25.000000,26.100000,24.799999,25.900000,23.606510,4210776
2017-01-23,25.799999,26.000000,25.650000,25.700001,23.424219,1268000
2017-01-24,26.049999,26.250000,25.850000,26.150000,23.834370,1544665
2017-01-25,26.400000,26.400000,25.799999,26.150000,23.834370,486500
2017-01-26,26.000000,26.549999,25.900000,26.299999,23.971087,2176073
2017-01-27,26.100000,26.100000,25.600000,25.900000,23.606510,865580
2017-02-01,25.850000,26.600000,25.549999,26.600000,24.244524,1395550
2017-02-02,26.600000,26.900000,26.000000,26.049999,23.743229,1089023
2017-02-03,26.200001,26.350000,26.000000,26.299999,23.971087,1434373
2017-02-06,26.299999,26.600000,26.100000,26.350000,24.016665,1459000
2017-02-07,26.350000,27.150000,26.250000,27.100000,24.700247,2665000
2017-02-08,27.100000,27.200001,26.700001,27.200001,24.791395,1742740
2017-02-09,26.900000,27.100000,26.600000,26.750000,24.381239,1707395
2017-02-10,26.799999,27.350000,26.799999,27.350000,24.928110,3071609
2017-02-13,27.299999,27.850000,27.299999,27.799999,25.338259,3123000
2017-02-14,27.799999,28.000000,27.200001,27.299999,24.882536,1002344
2017-02-15,27.450001,27.450001,26.700001,26.799999,24.426811,1901448
2017-02-16,26.799999,27.150000,26.500000,27.150000,24.745819,938200
2017-02-17,27.100000,27.350000,26.900000,27.200001,24.791395,898190
2017-02-20,27.049999,27.250000,26.900000,27.100000,24.700247,540000
2017-02-21,27.150000,27.600000,26.850000,27.350000,24.928110,1800915
2017-02-22,27.250000,27.500000,27.150000,27.500000,25.064829,871000
2017-02-23,27.250000,27.500000,27.000000,27.500000,25.064829,1051105
2017-02-24,27.299999,27.750000,27.200001,27.650000,25.201544,1933419
2017-02-27,27.500000,27.549999,26.799999,26.850000,24.472385,760500
